0,0,664,3341
60.9,60.9,668,3345
238.2,299.1,678,3355
273.17,572.27,691,3368
1187.59,1759.86,703,3380
1406.42,3166.28,728,3405
191.16,3357.44,720,3397
230.72,3588.16,707,3384
403.72,3991.88,664,3345
